,16APSK,32APSK,8PSK,BFSK,BPSK,CSS,GFSK,GMSK,NBFM,OOK,QPSK,WBFM
16APSK,14,4,0,0,0,0,0,0,23,0,0,0
32APSK,1,22,0,0,0,0,0,0,16,2,0,0
8PSK,0,7,2,0,0,0,0,0,31,1,0,0
BFSK,0,0,0,11,0,0,0,0,25,5,0,0
BPSK,0,4,0,0,3,0,0,0,20,14,0,0
CSS,0,0,0,1,0,1,0,0,34,5,0,0
GFSK,0,0,0,0,0,0,11,0,27,3,0,0
GMSK,0,0,0,0,0,0,0,5,21,15,0,0
NBFM,0,0,0,0,0,0,0,0,41,0,0,0
OOK,0,0,0,0,0,0,0,0,20,21,0,0
QPSK,9,0,0,0,0,0,0,0,24,1,7,0
WBFM,0,0,0,0,0,0,0,0,41,0,0,0
