,16APSK,32APSK,8PSK,BFSK,BPSK,CSS,GFSK,GMSK,NBFM,OOK,QPSK,WBFM
16APSK,0,41,0,0,0,0,0,0,0,0,0,0
32APSK,0,41,0,0,0,0,0,0,0,0,0,0
8PSK,0,41,0,0,0,0,0,0,0,0,0,0
BFSK,0,41,0,0,0,0,0,0,0,0,0,0
BPSK,0,41,0,0,0,0,0,0,0,0,0,0
CSS,0,41,0,0,0,0,0,0,0,0,0,0
GFSK,0,41,0,0,0,0,0,0,0,0,0,0
GMSK,0,41,0,0,0,0,0,0,0,0,0,0
NBFM,0,40,0,0,0,0,1,0,0,0,0,0
OOK,0,39,0,0,0,0,2,0,0,0,0,0
QPSK,0,41,0,0,0,0,0,0,0,0,0,0
WBFM,0,41,0,0,0,0,0,0,0,0,0,0
